No,Scopus_Match_Key,Scopus_ISSN,Scopus_EISSN,Scopus_Title,Active or Inactive,Coverage,Titles Discontinued by Scopus,Source Type,"Top level:

Life Sciences","Top level:

Social Sciences","Top level:

Physical Sciences","Top level:

Health Sciences","1000 
General","1100
Agricultural and Biological Sciences","1200
Arts and Humanities","1300
Biochemistry, Genetics and Molecular Biology","1400
Business, Management and Accounting","1500
Chemical Engineering","1600
Chemistry","1700
Computer Science","1800
Decision Sciences","1900
Earth and Planetary Sciences","2000
Economics, Econometrics and Finance","2100
Energy","2200
Engineering","2300
Environmental Science","2400
Immunology and Microbiology","2500
Materials Science","2600
Mathematics","2700
Medicine","2800
Neuroscience","2900
Nursing","3000
Pharmacology, Toxicology and Pharmaceutics","3100
Physics and Astronomy","3200
Psychology","3300
Social Sciences","3400
Veterinary","3500
Dentistry","3600
Health Professions"
765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,1396-0466,,1396-0466,First Monday,Active,1996-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,Computer Science ,,,,,,,,,,,,,,,,Social Sciences ,,,
767,0143-5671,0143-5671,1475-5890,Fiscal Studies,Active,1979-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
768,1936-6582,1936-6582,1936-6590,Flexible Services and Manufacturing Journal,Active,2008-2026; 2006,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,Decision Sciences ,,,,Engineering ,,,,,,,,,,,,,,
769,0306-9192,0306-9192,,Food Policy,Active,1975-2026,,Journal,Life Sciences,Social Sciences,Physical Sciences,,,Agricultural and Biological Sciences ,,,,,,,,,"Economics, Econometrics and Finance ",,,Environmental Science ,,,,,,,,,,Social Sciences ,,,
770,0950-3293,0950-3293,,Food Quality and Preference,Active,1993-2026; 1988-1991,,Journal,Life Sciences,,,Health Sciences,,Agricultural and Biological Sciences ,,,,,,,,,,,,,,,,,,Nursing ,,,,,,,
771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,0015-7120,0015-7120,,Foreign Affairs,Active,1996-2025; 1991-1992; 1989; 1984-1985; 1977-1981; 1974; 1965,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
773,0015-7228,0015-7228,,Foreign Policy,Inactive,2022-2023; 2020; 2017-2018; 1998-2015; 1984-1985; 1981; 1979,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
774,0015-7325,0015-7325,0971-7625,Foreign Trade Review,Active,1966-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
775,foresight,3009-6294,3062-6307,Foresight,Active,1999-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
776,1389-9341,1389-9341,,Forest Policy and Economics,Active,2000-2026,,Journal,Life Sciences,Social Sciences,Physical Sciences,,,Agricultural and Biological Sciences ,,,,,,,,,"Economics, Econometrics and Finance ",,,Environmental Science ,,,,,,,,,,Social Sciences ,,,
777,2194-6191,2194-6191,1558-9544,Forum for Health Economics and Policy,Active,2008-2025,,Journal,,Social Sciences,,Health Sciences,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,Medicine ,,,,,,,,,
778,0736-0932,0736-0932,1874-6381,Forum for Social Economics,Active,2011-2026; 2008; 2004; 1975-1998; 1971,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,1554-0642,1554-0642,1554-0650,Foundations and Trends in Accounting,Active,2018-2025; 2014-2016; 2006-2012,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
781,1551-3076,1551-3076,1551-3084,Foundations and Trends in Econometrics,Active,2009-2024; 2005-2006,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
782,1567-2395,1567-2395,1567-2409,Foundations and Trends in Finance,Active,2023-2025; 2020-2021; 2017; 2005-2015,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
783,1547-9846,1547-9846,1547-9854,Foundations and Trends in Microeconomics,Active,2025; 2021; 2017-2018; 2005-2015,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,1673-3444,1673-3444,1673-3568,Frontiers of Economics in China,Inactive,2006-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
786,0016-3287,0016-3287,,Futures,Active,1968-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,Social Sciences ,,,
787,1136-0593,1136-0593,2445-4192,Fuzzy Economic Review,Active,2002-2024,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
788,1411-1128,1411-1128,2338-7238,Gadjah Mada International Journal of Business,Active,2010-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
789,2073-4336,,2073-4336,Games,Active,2010-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,Decision Sciences ,,,,,,,,Mathematics ,,,,,,,,,,
790,0899-8256,0899-8256,1090-2473,Games and Economic Behavior,Active,1989-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
791,0891-2432,0891-2432,1552-3977,Gender and Society,Active,1987-2026,,Journal,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
792,1754-2413,1754-2413,1754-2421,Gender in Management,Active,2008-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,Social Sciences ,,,
793,0968-6673,0968-6673,1468-0432,"Gender, Work and Organization",Active,1994-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,Social Sciences ,,,
794,1465-6485,1465-6485,1468-0475,German Economic Review,Active,2001-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
795,0002-1121,0002-1121,2191-4028,German Journal of Agricultural Economics,Active,2011-2026,,Journal,Life Sciences,Social Sciences,,,,Agricultural and Biological Sciences ,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
796,2397-0022,2397-0022,2397-0030,German Journal of Human Resource Management,Active,2016-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
797,1097-4954,1097-4954,1745-1329,Global Business and Economics Review,Active,2003-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
798,1932-2054,1932-2054,1932-2062,Global Business and Organizational Excellence,Active,2006-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
799,0972-1509,0972-1509,0973-0664,Global Business Review,Active,2000-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
800,1226-508X,1226-508X,1744-3873,Global Economic Review,Active,1996-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
801,2194-5659,2194-5659,1553-5304,Global Economy Journal,Active,2006-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
802,0959-3780,0959-3780,1872-9495,Global Environmental Change,Active,1990-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,,,,,,Environmental Science ,,,,,,,,,,Social Sciences ,,,
803,1526-3800,1526-3800,,Global Environmental Politics,Active,2006-2026; 2003,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,,,,Energy ,,Environmental Science ,,,,,,,,,,Social Sciences ,,,
804,1044-0283,1044-0283,,Global Finance Journal,Active,1989-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,0972-2696,0972-2696,0974-0198,Global Journal of Flexible Systems Management,Active,2000-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
807,2514-9342,2514-9342,2514-9350,"Global Knowledge, Memory and Communication",Active,2018-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
808,1470-2266,1470-2266,1471-0374,Global Networks,Active,2001-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
809,1468-0181,1468-0181,1741-2803,Global Social Policy,Active,2001-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,,,,,,Environmental Science ,,,,,,,,,,Social Sciences ,,,
810,2042-5805,,2042-5805,Global Strategy Journal,Active,2014-2026; 2011,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,0740-624X,0740-624X,,Government Information Quarterly,Active,1984-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
813,1038-3441,1038-3441,1839-4205,Griffith Law Review,Active,2008-2026; 2003-2006,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
814,1059-6011,1059-6011,1552-3993,Group and Organization Management,Active,1976-2026,,Journal,,Social Sciences,,,,,Arts and Humanities ,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,Psychology ,,,,
815,0926-2644,0926-2644,1572-9907,Group Decision and Negotiation,Active,1992-2026,,Journal,,Social Sciences,,,,,Arts and Humanities ,,"Business, Management and Accounting ",,,,Decision Sciences ,,,,,,,,,,,,,,,Social Sciences ,,,
816,1089-2699,1089-2699,1930-7802,Group Dynamics,Active,1997-2025,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,Psychology ,,,,
817,1368-4302,1368-4302,1461-7188,Group Processes and Intergroup Relations,Active,1998-2026,,Journal,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,Psychology ,Social Sciences ,,,
818,0017-4815,0017-4815,1468-2257,Growth and Change,Active,1970-2026,,Journal,,,Physical Sciences,,,,,,,,,,,,,,,Environmental Science ,,,,,,,,,,,,,
819,0197-3975,0197-3975,,Habitat International,Active,1982-2026; 1976-1980; 1970,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
820,0017-8012,0017-8012,,Harvard Business Review,Active,1989-2025; 1978-1987; 1974,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
821,0147-8257,0147-8257,,Harvard Environmental Law Review,Active,1996-2025; 1989; 1987; 1979-1983,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,,,,,,Environmental Science ,,,,,,,,,,Social Sciences ,,,
822,0017-8063,0017-8063,,Harvard International Law Journal,Active,2022-2026; 1996-2019; 1992; 1979,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
823,0193-4872,0193-4872,,Harvard Journal of Law and Public Policy,Active,1995-2026; 1990; 1985; 1980,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,0017-811X,0017-811X,,Harvard Law Review,Active,1973-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,0361-6274,0361-6274,1550-5030,Health Care Management Review,Active,1976-2026,,Journal,,Social Sciences,,Health Sciences,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,Medicine ,,Nursing ,,,,,,,
828,1386-9620,1386-9620,1572-9389,Health Care Management Science,Active,1998-2026,,Journal,,,,Health Sciences,,,,,,,,,,,,,,,,,,Medicine ,,,,,,,,,Health Professions 
829,1041-0236,1041-0236,1532-7027,Health Communication,Active,1989-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
830,1057-9230,1057-9230,1099-1050,Health Economics (United Kingdom),Active,1992-2026,,Journal,,,,Health Sciences,,,,,,,,,,,,,,,,,,Medicine ,,,,,,,,,
831,2191-1991,,2191-1991,Health Economics Review,Active,2011-2026,,Journal,,,,Health Sciences,,,,,,,,,,,,,,,,,,Medicine ,,,,,,,,,
832,1744-1331,1744-1331,1744-134X,"Health Economics, Policy and Law",Active,2006-2026,,Journal,,,,Health Sciences,,,,,,,,,,,,,,,,,,Medicine ,,,,,,,,,
833,1460-4582,1460-4582,1741-2811,Health Informatics Journal,Active,1995-2026,,Journal,,,,Health Sciences,,,,,,,,,,,,,,,,,,Medicine ,,,,,,,,,
834,0735-9683,0735-9683,1545-0864,Health Marketing Quarterly,Active,1983-2026,,Journal,,Social Sciences,,Health Sciences,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,Health Professions 
835,0168-8510,0168-8510,1872-6054,Health Policy,Active,1984-2026,,Journal,,,,Health Sciences,,,,,,,,,,,,,,,,,,Medicine ,,,,,,,,,
836,0957-4824,0957-4824,1460-2245,Health Promotion International,Active,1986-2026,,Journal,,Social Sciences,,Health Sciences,,,,,,,,,,,,,,,,,,Medicine ,,,,,,Social Sciences ,,,
837,0951-4848,0951-4848,1758-1044,Health Services Management Research,Active,1988-2026,,Journal,,,,Health Sciences,,,,,,,,,,,,,,,,,,Medicine ,,,,,,,,,
838,0017-9124,0017-9124,1475-6773,Health Services Research,Active,1966-2026,,Journal,,,,Health Sciences,,,,,,,,,,,,,,,,,,Medicine ,,,,,,,,,
839,2047-6965,2047-6965,2047-6973,Health Systems,Active,2012-2026,,Journal,,Social Sciences,Physical Sciences,Health Sciences,,,,,,,,Computer Science ,Decision Sciences ,,,,,,,,,Medicine ,,,,,,,,,
840,0951-5224,0951-5224,1468-2273,Higher Education Quarterly,Active,1947-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
841,2042-3896,2042-3896,2042-390X,"Higher Education, Skills and Work-based Learning",Active,2010-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
842,1465-4466,1465-4466,1569-206X,Historical Materialism,Active,2002-2026; 1997-1998,,Journal,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
843,1362-1572,1362-1572,2049-4459,Historical Studies in Industrial Relations,Active,2018-2025,,Journal,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
844,1122-8792,1122-8792,1724-2169,History of Economic Ideas,Active,2011-2025,,Journal,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
845,2240-9971,2240-9971,2280-188X,History of Economic Thought and Policy,Active,2018-2025,,Journal,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
846,1037-0196,1037-0196,1838-6318,History of Economics Review,Active,1986-2025,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
847,0018-2702,0018-2702,1527-1919,History of Political Economy,Active,1996-2026; 1986,,Journal,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
848,hitotsubashi journal of economics,,2436-097X,Hitotsubashi Journal of Economics,Active,1996-2025,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,0378-0600,0378-0600,,Hong Kong Law Journal,Inactive,2016-2017; 2010-2014; 1985,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
851,2042-7913,2042-7913,2042-7921,Hospitality and Society,Active,2011-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,Social Sciences ,,,
852,1051-1482,1051-1482,2152-050X,Housing Policy Debate,Active,2010-2026; 1990-2008,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,,,,,,Environmental Science ,,,,,,,,,,Social Sciences ,,,
853,0267-3037,0267-3037,1466-1810,Housing Studies,Active,1986-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,,,,,,Environmental Science ,,,,,,,,,,Social Sciences ,,,
854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,0895-9285,0895-9285,1532-7043,Human Performance,Active,1988-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,Psychology ,,,,
856,0018-7267,0018-7267,1741-282X,Human Relations,Active,1947-2026,,Journal,,Social Sciences,,,,,Arts and Humanities ,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,Social Sciences ,,,
857,1367-8868,1367-8868,1469-8374,Human Resource Development International,Active,1998-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
858,1044-8004,1044-8004,1532-1096,Human Resource Development Quarterly,Active,1990-2026,,Journal,,Social Sciences,,,,,Arts and Humanities ,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
859,1534-4843,1534-4843,1552-6712,Human Resource Development Review,Active,2002-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
860,0090-4848,0090-4848,1099-050X,Human Resource Management,Active,1961-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,Psychology ,,,,
861,0967-0734,0967-0734,1758-7166,Human Resource Management International Digest,Active,2002-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
862,0954-5395,0954-5395,1748-8583,Human Resource Management Journal,Active,1990-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
863,1053-4822,1053-4822,,Human Resource Management Review,Active,1991-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,Psychology ,,,,
864,0167-2533,0167-2533,,Human Systems Management,Active,1980-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
865,0737-0024,0737-0024,1532-7051,Human-Computer Interaction,Active,1989-2026; 1985-1987,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,Computer Science ,,,,,,,,,,,,,,,Psychology ,,,,
866,0386-1112,0386-1112,,IATSS Research,Active,2008-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,Social Sciences ,,,
867,2049-1999,0258-3690,2049-1999,ICSID Review,Active,1996-2025,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
868,1558-0040,0018-9391,1558-0040,IEEE Transactions on Engineering Management,Active,1969-2026; 1967; 1964,,Journal,,Social Sciences,Physical Sciences,,,,,,"Business, Management and Accounting ",,,,,,,,Engineering ,,,,,,,,,,,,,,
869,1524-9050,1524-9050,1558-0016,IEEE Transactions on Intelligent Transportation Systems,Active,2000-2026,,Journal,,,Physical Sciences,,,,,,,,,Computer Science ,,,,,Engineering ,,,,,,,,,,,,,,
870,0361-1434,0361-1434,1558-1500,IEEE Transactions on Professional Communication,Active,1972-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,"Business, Management and Accounting ",,,,,,,,Engineering ,,,,,,,,,,,Social Sciences ,,,
871,0018-9855,0018-9855,2195-0237,IIC International Review of Intellectual Property and Competition Law,Active,1994-2026; 1991; 1989; 1982,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
872,2321-029X,2277-9752,2321-029X,IIM Kozhikode Society and Management Review,Active,2018-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
873,0970-3896,0970-3896,,IIMB Management Review,Active,2010-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
874,,2472-5854,2472-5862,IISE Transactions,Active,2017-2026,,Journal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,0019-7939,0019-7939,2162-271X,ILR Review,Active,1996-2026; 1984-1988; 1981-1982; 1978-1979; 1976; 1971-1972; 1969; 1965-1966; 1960-1961; 1958; 1956,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,2041-4161,2041-4161,2041-417X,IMF Economic Review,Active,2010-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
878,1461-5517,1461-5517,1471-5465,Impact Assessment and Project Appraisal,Active,1998-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,,,,,,Environmental Science ,,,,,,,,,,Social Sciences ,,,
879,0019-4662,0019-4662,2631-617X,Indian Economic Journal,Active,2021-2026; 2007; 2003,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
880,0019-4670,0019-4670,2520-1778,Indian Economic Review,Active,2019-2026; 2017,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
881,1753-8254,1753-8254,1753-8262,Indian Growth and Development Review,Active,2008-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
882,0974-6862,0974-6862,2454-2482,Indian Journal of Corporate Governance,Active,2008-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,0971-5215,0971-5215,0973-0672,Indian Journal of Gender Studies,Active,1994-2026,,Journal,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
